Property,Name,Value,Raw_value,Unit,Extracted_name,Specifier
Capacity,LiNi0.5Mn0.4Li0.1O2,190,190,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.1', 'Ni': '0.5', 'Mn': '0.4', 'O': '2.0'}]",reversible capacity
Capacity,LiOH·H2O,174.3,174.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'O': '1.0', 'H': '1.0'}]",discharge capacity
Capacity,LiMnPO4 / C ,140,140,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiV3O8-PPy ,183,183,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",specific capacity
Capacity,LiNi0.7Co0.3O2,135,135,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.7', 'Co': '0.3', 'O': '2.0'}]",
Capacity,LiFePO4,67,67,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiFeαNiβCoγPO4,125,125,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': 'α', 'Ni': 'β', 'Co': 'γ', 'P': '1.0', 'O': '4.0'}]",specific capacity
Capacity,Ce-doped Li3V2−xCex(PO4)3 / C,154.2,∼ 154.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2-x', 'Ce': 'x'}, {'C': '1.0'}]",
Capacity,LiPF6,20,20,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",
Capacity,LiCoO2 ,120,120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",theoretical capacity
Capacity,Li2CuO2,200,200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Cu': '1.0', 'O': '2.0'}]",capacity
Capacity,LiFePO4,112,112,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li6C,372,372,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '6.0', 'C': '1.0'}]",
Capacity,LiCoO2,3.3,to 3.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,LiVOPO4,152.8,152.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '1.0', 'O': '5.0', 'P': '1.0'}]",discharge capacity
Capacity,LiMn2O4,120.5,120.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiMn2O4,52,52,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge capacity
Capacity,LiMoS2,167,167,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mo': '1.0', 'S': '2.0'}]",
Capacity,Li4Ti5O12,155.8,155.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",specific capacity
Capacity,Li2S–GO ,782,782,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}]",capacity
Capacity,Li2NaV2(PO4)3,108.9,108.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '2.0', 'Na': '1.0', 'V': '2.0'}]",discharge capacity
Capacity,Li4.4Si,4200,4200 and 993,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.4', 'Si': '1.0'}]",capacities
Capacity,LiFePO4,108.6,"166.6 , 108.6 and 90.6",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li0.5Ni0.25Mn0.75O2,140,140,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '0.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.0'}]",charge capacity
Capacity,Li / POSS-PIL-SPE-3 / LiFePO4,127,142 and 127,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'P': '1.0', 'O': '1.0', 'S': '2.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li / LiFePO4,100,100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiCoO2,80,80,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,LiNi1 / 3Mn1 / 3Co1 / 3O2 ,150,150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.3333', 'Mn': '0.3333', 'Co': '0.3333', 'O': '2.0'}]",discharge capacity
Capacity,Li4Ti5O12 @ graphene,240.9,240.9 and 120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",reversible capacity
Capacity,Silicon oxide,700,700,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '1.0', 'O': '2.0'}]",
Capacity,LiMnO2,285,285,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,LiCoO2,160,150  E160,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,Li4Ti5O12,166,124 and 166,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiNi1 / 3Co1 / 3Mn1 / 3O2,182.2,178.3 and 182.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",discharge capacities
Capacity,Nickel silicates,372,372,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '3.0', 'O': '12.0', 'Ni': '4.0'}]",theoretical capacity
Capacity,LiFePO4,132,124 and 132,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",specific capacities
Capacity,LiFePO4,200,< 200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacities
Capacity,Li4Ti5O12,140,140,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacity
Capacity,Li3V2(PO4)3,79,"121 , 112 , 105 , 91 , and 79",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",discharge capacities
Capacity,LiFePO4,135.3,135.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li3−xNaxV2(PO4)3 / C,103.7,"137.1 , 140.6 , 112.3 , 120.5 , 128.9 , 121.4 , 114.7 , 91.3 , 103.7 , 101.3 , 109.8 and 113.1",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3-x', 'Na': 'x', 'V': '2.0'}, {'C': '1.0'}]",charge capacities
Capacity,Mo-doped LiV3O8,163.3,163.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",capacity
Capacity,LiFePO4,153.3,153.3 and 100.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,CNTs / LiFePO4,123,123,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,LiNi0.8Co0.1Mn0.1O2,173,173,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '2.0'}]",discharge capacities
Capacity,LiFePO4,130,130,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiCoO2,270,270,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",theoretical capacity
Capacity,LiFePO4 / C,123,134.9 and 123.0,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",capacities
Capacity,Li4Ti4.95Nb0.05O12,135,135,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '4.95', 'Nb': '0.05', 'O': '12.0'}]",reversible capacity
Capacity,Li4Ti5O12,136,136,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacity
Capacity,LiPF6,62,62,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",capacity
Capacity,Li[Mn0.5∁Ey Ni0.5∁Ey Co2y ]O2,334,334,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.5-y', 'Ni': '0.5-y', 'Co': '2*y', 'O': '2.0'}]",charge capacity
Capacity,LiFePO4,170,to 170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,Li4Ti5O12,142,"158.4 , 149.9 , 142.0 , 131.9 , 106.0 and 75.2",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacities
Capacity,LiNi1 / 3Co1 / 3Mn1 / 3O2,122.2,122.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",
Capacity,Li4∁ExFe3xTi5−xO12,145,"158 , 154 , 147 , 145 , 141 and 138",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4-2*x', 'Fe': '3*x', 'Ti': '5-x', 'O': '12.0'}]",
Capacity,Li4Ti5O12,200,200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacity
Capacity,LiCoO2,157.4,157.4,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,LiNi1 / 3Co1 / 3Mn1 / 3O2,179,179,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",
Capacity,LiMn2O4,79,79,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",reversible capacity
Capacity,LiNi0.5Co0.2Mn0.3O2,164.6,164.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",discharge capacities
Capacity,Li3+xVO4,394,394,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x+3', 'V': '1.0', 'O': '4.0'}]",capacity
Capacity,LiMn0.9Fe0.05Mg0.05PO4 / C,105.6,105.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.9', 'Fe': '0.05', 'Mg': '0.05', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiFePO4,87,87,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li / LiFePO4,145,145,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",charge and discharge capacities
Capacity,Li4Ti5O12,160,"166 , 160 , 155 , 139 and 123",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",reversible capacities
Capacity,LiNi0.5Mn1.5O4,120,to 120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",specific capacity
Capacity,LiCoO2,92,"185.1 , 118.8 , 92.0 , 65.7 , and 42.6",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacities
Capacity,Li1.06Mn2O3.94Cl0.06,0.1,0.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.06', 'Mn': '2.0', 'O': '3.94', 'Cl': '0.06'}]",
Capacity,LiFePO4,145,"164.6 , 145 , 138.3 , 133.4 , and 118.5",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacities
Capacity,LiFe0.93Gd0.07PO4 / C,66.3,"122.2 , 107.7 , 80.4 and 66.3",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.93', 'Gd': '0.07', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,Li2MnSiO4,113,113,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li2MnSiO4,202.7,139.5 and 202.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",discharge capacities
Capacity,Li2MoO4 @ C ,653,983 and 653,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mo': '1.0', 'O': '4.0'}, {'C': '1.0'}]",capacity
Capacity,LiVP2O7,140,140,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '1.0', 'P': '2.0', 'O': '7.0'}]",discharge capacity
Capacity,LiV3O8,320,320 and 239,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",discharge capacities
Capacity,Li2.7C6,170,170  E600,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.7', 'C': '6.0'}]",
Capacity,Li4Ti5O12,171,171,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacity
Capacity,LiFePO4 ,102.6,102.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li4Ti5O12,175,175 and 200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",theoretical capacities
Capacity,Li4Ti5O12,300,300,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,Li1+xNi0.5AlxMn1.5-xO4,136,136,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x+1', 'Ni': '0.5', 'Al': 'x', 'Mn': '1.5-x', 'O': '4.0'}]",discharge capacity
Capacity,Li3V2(PO4)3 / C,122.3,122.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiFePO4,5,~ 5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiMn2O4,114,"114 , 114 , 111 , 108 , 103 , 101 , and 91",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge capacities
Capacity,Li2ZnTi3O8 / C @ Cu ,199.8,and 199.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}, {'C': '1.0', 'Cu': '1.0'}]",charge capacity
Capacity,Polyacrylic acid,1958,1958,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'C': '3.0', 'H': '4.0', 'O': '1.0'}]",
Capacity,LiMn0.6Cr0.4O2,175,175,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.6', 'Cr': '0.4', 'O': '2.0'}]",discharge capacity
Capacity,LiMn2O4,131.5,131.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,Li3V2(PO4)3 / C,107.8,86 and 107.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",discharge capacity
Capacity,Li / VSbO4,250,250,Ampere^(1.0)  Hour^(1.0)  KiloGram^(-1.0),"[{'Li': '1.0'}, {'V': '1.0', 'Sb': '1.0', 'O': '4.0'}]",capacity
Capacity,Li4Ti5O12 / C,41,51 and 41,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",discharge capacities
Capacity,Li0.71Mn0.90Ti0.10O2,212,212,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '0.71', 'Mn': '0.9', 'Ti': '0.1', 'O': '2.0'}]",discharge capacity
Capacity,Li2.1Ru0.9Co0.1O3,310,310,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.1', 'Ru': '0.9', 'Co': '0.1', 'O': '3.0'}]",discharge capacity
Capacity,Li4Ti5O12,132.4,132.4,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiCoO2,140,∼ 140,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,LiNi0.5CO0.2Mn0.3O1.99F0.01,120.98,120.98,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'C': '1.0', 'O': '2.19', 'Mn': '0.3', 'F': '0.01'}]",
Capacity,Li4SiO4,2610,2610,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Si': '1.0', 'O': '4.0'}]",capacity
Capacity,LiBOB,90,90,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'B': '2.0', 'O': '1.0'}]",
Capacity,0.3LiMn0.33Ni0.33Co0.33O2,377,412 and 377,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.33', 'Ni': '0.33', 'Co': '0.33', 'O': '2.0'}]",
Capacity,BaLi2Ti6O14,126.4,126.4,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Ba': '1.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",
Capacity,LiNi0.5Mn1.5O4 / graphite,99.8,99.8 and 79,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",
Capacity,Li4Ti4.95Sn0.05O12,234.6,234.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '4.95', 'Sn': '0.05', 'O': '12.0'}]",discharge capacity
Capacity,LiFe0.92Mg0.08(PO4)0.99F0.03 / C,121,"121 , 109 , 94 and 74",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '0.99', 'O': '3.96', 'Li': '1.0', 'Fe': '0.92', 'Mg': '0.08', 'F': '0.03'}, {'C': '1.0'}]",specific capacity
Capacity,Lithium sulfide,1166,1166,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}]",capacities
Capacity,Li2TiF6,253.3,282.6 and 253.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Ti': '1.0', 'F': '6.0'}]",
Capacity,Li4Ti5O12,173.1,173.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacity
Capacity,Li0.58TiO2,195.1,195.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '0.58', 'Ti': '1.0', 'O': '2.0'}]",
Capacity,Li2SnO3,98.7,to 98.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Sn': '1.0', 'O': '3.0'}]",
Capacity,LiFeBO3 / C,96.2,to 96.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'B': '1.0', 'O': '3.0'}, {'C': '1.0'}]",specific capacity
Capacity,Li1.2Mn0.54Co0.13Ni0.13O2,159.5,244 and 159.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.2', 'Mn': '0.54', 'Co': '0.13', 'Ni': '0.13', 'O': '2.0'}]",discharge capacities
Capacity,LiFe0.4Mn0.6PO4,18,18,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.4', 'Mn': '0.6', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiV3O8,0.1,0.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",
Capacity,Carbon / silicon / TiOx∁E ,509,"846.1 , 668.0 , 509.0 , 356.9 , 211.3 and 138.8",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '1.0'}, {'Ti': '1.0', 'O': 'x-2'}]",discharge capacities
Capacity,Li / LiFexMn2−xO4,104,"141 , 133 , 119 and 104",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': 'x', 'Mn': '2-x', 'O': '4.0'}]",capacities
Capacity,Si @ Li4Ti5O12,1756,1756,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '1.0'}, {'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",charge capacity
Capacity,Li1.17Ni0.25Mn0.58O2,110,110,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.17', 'Ni': '0.25', 'Mn': '0.58', 'O': '2.0'}]",
Capacity,LiMn0.05Ni0.05Fe0.9PO4,95,95,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.05', 'Ni': '0.05', 'Fe': '0.9', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiV3O8 / Ag ,128,128,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}, {'Ag': '1.0'}]",specific capacity
Capacity,LiMn2O4,112,112,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiCoO2,153.1,153.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,Li3V2(PO4)3,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",theoretical capacity
Capacity,Polyvinylidenefluoride,1250,1250,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",reversible capacities
Capacity,LiMn2O4,104.2,104.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge specific capacities
Capacity,Li0.33MnO2,201,201,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '0.33', 'Mn': '1.0', 'O': '2.0'}]",capacity
Capacity,Li / Ni,183.6,"183.6 , 177.4 , 170.9 , 163.8 and 157.6",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Ni': '1.0'}]",discharge capacities
Capacity,Li2BaTi6O14,185,180 and 185,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Ba': '1.0', 'Ti': '6.0', 'O': '14.0'}]",capacities
Capacity,Li3.85Co0.15Ti4.9O11.95,155.2,"161.7 , 172.8 , 165.5 , 155.2 and 153.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.85', 'Co': '0.15', 'Ti': '4.9', 'O': '11.95'}]",reversible capacities
