Property,Name,Value,Raw_value,Unit,Extracted_name,Specifier
Capacity,LiMn2O4,89.7,"73.4 , 89.7 and 94.7",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge capacities
Capacity,LiVPO4F / C,55.7,55.7 to 48.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}, {'C': '1.0'}]",discharge specific capacity
Capacity,LNMO / LiPON,77.9,77.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'O': '1.0', 'N': '1.0'}]",capacity
Capacity,LiNi0.10Mn1.90O4 ,73.8,83.8 and 73.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.1', 'Mn': '1.9', 'O': '4.0'}]",discharge capacities
Capacity,Li3V2(PO4)3 / C ,129.149,129.149,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",
Capacity,Li4Ti5O12 / C,77,117 and 77,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",capacities
Capacity,LiFePO4 / C,2,2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,LiFePO4 / carbon ,109,and 109,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacities
Capacity,LiCoO2,42,to 42,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,LiMn2O4,120,120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiFePO4,113.9,"136.0 , 129.5 , 113.9 and 105.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li1.2Mn0.585Ni0.185Fe0.03O2 ,120.3,120.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.2', 'Mn': '0.585', 'Ni': '0.185', 'Fe': '0.03', 'O': '2.0'}]",discharge capacity
Capacity,Li4Ti5O12,153.3,162.9 to 153.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",specific capacity
Capacity,Li15Si4,3579,∼ 3579,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '15.0', 'Si': '4.0'}]",
Capacity,LiBF4,149,"149 , 125 and 56",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'B': '1.0', 'F': '4.0'}]",discharge capacity
Capacity,Li5Sn,587,587,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '5.0', 'Sn': '1.0'}]",
Capacity,Li(Ni0.8Co0.15Al0.05)O2,190,190 and 160,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",specific capacity
Capacity,LiMn2O4,148,148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",theoretical capacity
Capacity,Li1.2Ni0.13Co0.13Mn0.54O2,170.3,"167.1 , 170.3 , 181.3 and 154.6",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.2', 'Ni': '0.13', 'Co': '0.13', 'Mn': '0.54', 'O': '2.0'}]",discharge capacities
Capacity,Li x Ni0.7Co0.3O2,127,127,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x', 'Ni': '0.7', 'Co': '0.3', 'O': '2.0'}]",discharge capacity
Capacity,NiO / Li,275,275 and 240,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Ni': '1.0', 'O': '1.0'}, {'Li': '1.0'}]",capacities
Capacity,LiNi0.5Mn1.5O4,52.3,52.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",capacity
Capacity,Li3VO4,395,∼ 395,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",theoretical capacity
Capacity,LiMn2O4 / CNT ,71.8,"71.8 , 75.7 , 88.6 and 76.3",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,Li4Ti5O12,34.2,46.7 and 34.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiFe0.99Co0.01PO4 / C,104.2,114.8 and 104.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.99', 'Co': '0.01', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,Li1Mn2O4,108.7,108.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,Li4Ti5O12,141.2,141.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiFePO4 / C,144.5,"119.23 , 144.50 and 83.98",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacities
Capacity,LiCoO2,150,150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,LiFePO4,110,110,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li2MoO4 @ C,120,120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mo': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,LiFePO4,180,180 and 150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li2MnSiO4 / C nanoparticles,110,110,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Na2Li2Ti6O14 @ Ag,99.7,"94.2 , 98.7 , 99.7 , 128.6 , and 89.2",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Na': '2.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}, {'Ag': '1.0'}]",capacity
Capacity,Li1 + xAlxGe2 ∁Ex(PO4)3,78,"118 , 102 , and 78",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': 'x+1', 'Al': 'x', 'Ge': '2-x'}]",discharge capacities
Capacity,LiCoO2,140,140,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,LiFePO4,100,100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,LixMnO2,265,265,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x', 'Mn': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,LiFePO 4 / C ,140,"143 , 140 , 134 , 113 , 106 and 88",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacities
Capacity,LiFePO4,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",theoretical capacity
Capacity,LiFePO4,123,"128 , 133 , and 123",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacities
Capacity,LiMn0.95V0.05PO4,62,and 62,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.95', 'V': '0.05', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiMn0.25Fe0.75PO4,112,to 112,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.25', 'Fe': '0.75', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,LiCoO2,280,280,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",theoretical capacity
Capacity,Li1.1Ni1 / 3Co1 / 3Mn1 / 3O2,120,120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.1', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",discharge capacity
Capacity,LiCoO2,278,278,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,LiCoO2,278,278,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,Li4Ti5O12,188,and 188,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacity
Capacity,Polyvinylidenefluoride,118,118 ± 5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",
Capacity,LiFePO4,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",theoretical capacity
Capacity,Lithium-phosphate,380,∼ 380,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,Li2MnO3,163,163  E200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",capacity
Capacity,Li2SnO3,382.5,to 382.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Sn': '1.0', 'O': '3.0'}]",
Capacity,Li3V1.98Sn0.02(PO4)3 / C,108.9,"122.1 , 115.7 , 110.6 , 108.9 , and 94.8",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '1.98', 'Sn': '0.02'}, {'C': '1.0'}]",
Capacity,LiMnO2,180,180,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'O': '2.0'}]",reversible capacity
Capacity,LiNi1−yCoyO2,6.6,"6.6 , 10.0 , and 5.5",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '1-y', 'Co': 'y', 'O': '2.0'}]",
Capacity,LiTi2(PO4)3,121,121,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '1.0', 'Ti': '2.0'}]",theoretical capacity
Capacity,Li0.5Na2.5V2(PO4)3,45.5,45.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '0.5', 'Na': '2.5', 'V': '2.0'}]",
Capacity,LiFePO4 / C,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",theoretical capacity
Capacity,LiMn2O4,138,128 to 138,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge capacity
Capacity,Li / LiFePO4,132,149 and 132,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiAl0.05Mn1.95O4,70,70,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Al': '0.05', 'Mn': '1.95', 'O': '4.0'}]",
Capacity,LiMn2O4,0.004,0.004 and 0.0015,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiV3O8,347,347,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",capacity
Capacity,LiMnPO4,107,"124 , 107 , 97 , 87 , and 82",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li4Ti5Ce0.1O12,165,"172 , 165 , 160 and 140",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'Ce': '0.1', 'O': '12.0'}]",reversible specific capacities
Capacity,LiFePO4 / C-720,100,"91 , 114 , and 100",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacities
Capacity,Li[Mn1.5Ni0.5]O4,250,250,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.5', 'Ni': '0.5', 'O': '4.0'}]",
Capacity,Li2S,508,508,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}]",discharge capacity
Capacity,LiFePO4 @ C,157,157,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",specific capacity
Capacity,LiCoO2,65,35 to 65,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,Li2TiSiO5,140,and 140,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Ti': '1.0', 'Si': '1.0', 'O': '5.0'}]",
Capacity,LiMn0.95Zn0.05PO4,111,∼ 111,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.95', 'Zn': '0.05', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiCoO2,141.7,141.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,Lithium iron phosphate,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",theoretical capacity
Capacity,Li3V2(PO4)3 / C,64.39,150.33 to 64.39,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiMn0.9Fe0.1PO4 / C,158,158,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.9', 'Fe': '0.1', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",specific capacity
Capacity,Co / LiF / C,600,600,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Co': '1.0'}, {'Li': '1.0', 'F': '1.0'}, {'C': '1.0'}]",
Capacity,Li2O,100,100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'O': '1.0'}]",capacity
Capacity,LiNO3,670,670,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'N': '1.0', 'O': '3.0'}]",specific capacity
Capacity,O2(Li+x),93,to 93,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'O': '2.0', 'Li': 'x'}]",
Capacity,LiNi0.45Cr0.10Mn1.45O4,123.4,127.3 and 123.4,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.45', 'Cr': '0.1', 'Mn': '1.45', 'O': '4.0'}]",capacity
Capacity,Na0.8Li0.1Ni0.31Mn0.62O2,116,"116 , and 80",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Na': '0.8', 'Li': '0.1', 'Ni': '0.31', 'Mn': '0.62', 'O': '2.0'}]",specific capacities
Capacity,LCO-LiIL,42.2,42.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,Li2Fe2O3,1007,1007,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Fe': '2.0', 'O': '3.0'}]",discharge capacity
Capacity,LiCoO2,152,152,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,Li2O–Fe2O3,1446,1606 and 1446,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'O': '1.0'}]",capacity
Capacity,LiZnP,864,864,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Zn': '1.0', 'P': '1.0'}]",
Capacity,Li2S,624,"859 , 803 , 747 , 624 , and 500",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}]",reversible discharge capacities
Capacity,LiVMoO6,250,250,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '1.0', 'Mo': '1.0', 'O': '6.0'}]",discharge capacities
Capacity,LiFePO4 @ C,113,113,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,Li3Bi,386,386,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'Bi': '1.0'}]",capacity
Capacity,Li2V2O5,294,294,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'V': '2.0', 'O': '5.0'}]",discharge capacity
Capacity,Li4Ti5O12,165,"174 , 165 and 162",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacities
Capacity,Li2.7Ti2(PO4)3,123.6,123.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '2.7', 'Ti': '2.0'}]",discharge capacity
Capacity,LiCoO2,165.1,165.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",reversible capacity
Capacity,Li4Ti5O12,146,146,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",reversible capacity
Capacity,Silicon monoxide,265,265,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '0.0', 'O': '1.0'}]",capacities
Capacity,LiFe0.95Ni0.02Mn0.03PO4 / C,164,164,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.95', 'Ni': '0.02', 'Mn': '0.03', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,Si / LiFePO4,170,to 170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li2FeSiO4 / C,130,130,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,LiNi0.5Co0.5O2,98,98,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'O': '2.0'}]",
Capacity,Li22Si5,370,∼ 370,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '22.0', 'Si': '5.0'}]",capacity
Capacity,LixLayTiO3,680,∼ 680,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x', 'La': 'y', 'Ti': '1.0', 'O': '3.0'}]",
Capacity,LiNi0.7Co0.3O2,154,154,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.7', 'Co': '0.3', 'O': '2.0'}]",discharge capacity
Capacity,Li0.71Mn0.90Ti0.10O2,176,176 and 212,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '0.71', 'Mn': '0.9', 'Ti': '0.1', 'O': '2.0'}]",charge and discharge capacities
Capacity,Li2MnO3,25,∼ 25,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",
Capacity,LiFePO4,117,117,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiFe0.98PO4 / C,163.5,"157.7 , 163.5 , 153.7 , 148 , and 143.5",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.98', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,LiCoO2,140,140,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,LiNiO2,275,275,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",theoretical capacity
Capacity,Li / Ti,235,235,Ampere^(1.0)  Hour^(1.0)  KiloGram^(-1.0),"[{'Li': '1.0'}, {'Ti': '1.0'}]",capacity
Capacity,Li22Si5,4200,∼ 4200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '22.0', 'Si': '5.0'}]",theoretical capacity
Capacity,LiMn2O4,121,121,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge capacity
Capacity,LiNi0.5Mn1.5O4,140.3,140.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",specific capacity
Capacity,Li1.95FeSiO4 / C / CNT,148,148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.95', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,LiCoO2,60,60,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacities
Capacity,Pb1-xBaxLi2Ti6O14,109.3,"114.9 , 117.3 , 107.8 , 109.3 and 109",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Pb': '1-x', 'Ba': 'x', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",capacities
Capacity,LiNi0.6Co0.2Mn0.2O2,208.8,208.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",discharge capacity
Capacity,LiCoO2,295.8,295.8 and 187.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",specific capacities
Capacity,LiPF6 / carbonate,1500,1500,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}, {'C': '1.0', 'O': '3.0'}]",capacity
Capacity,C6Li,372,372,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'C': '6.0', 'Li': '1.0'}]",theoretical capacity
Capacity,Li2S,1675,1675,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}]",
Capacity,LiFePO4 / Li,106.3,106.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'Li': '1.0'}]",discharge capacities
Capacity,LiFePO4,137.7,137.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Lithium vanadium phosphate,197,197,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",theoretical capacity
Capacity,Li4Ti5O12,103.1,"162.2 , 155.3 , 146.0 , 131.4 , 115.2 and 103.1",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",charge capacities
Capacity,LiMn2O4,230,to 230,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacities
Capacity,Li2S-VGCF,600,600,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}]",capacity
Capacity,LiFePO4,128.2,128.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
